"age","ID","clade"
"N36","HVAEP1-G005933","Hydra vulgaris"
"N36","HVAEP1-G007585","Hydra vulgaris"
"N36","HVAEP1-G017668","Hydra vulgaris"
"N36","HVAEP1-G001019","Hydra vulgaris"
"N36","HVAEP1-G004252","Hydra vulgaris"
"N36","HVAEP1-G000282","Hydra vulgaris"
"N36","HVAEP1-G015348","Hydra vulgaris"
"N36","HVAEP1-G005932","Hydra vulgaris"
"N36","HVAEP1-G019604","Hydra vulgaris"
"N36","HVAEP1-G001017","Hydra vulgaris"
"N36","HVAEP1-G017669","Hydra vulgaris"
"N36","HVAEP1-G006858","Hydra vulgaris"
"N36","HVAEP1-G024118","Hydra vulgaris"
"N36","HVAEP1-G006636","Hydra vulgaris"
"N36","HVAEP1-G006696","Hydra vulgaris"
"N36","HVAEP1-G022329","Hydra vulgaris"
"N36","HVAEP1-G011711","Hydra vulgaris"
"N36","HVAEP1-G015540","Hydra vulgaris"
"N36","HVAEP1-G019360","Hydra vulgaris"
"N36","HVAEP1-G023988","Hydra vulgaris"
"N36","HVAEP1-G019358","Hydra vulgaris"
"N36","HVAEP1-G021784","Hydra vulgaris"
"N36","HVAEP1-G015528","Hydra vulgaris"
"N36","HVAEP1-G019357","Hydra vulgaris"
"N36","HVAEP1-G023987","Hydra vulgaris"
"N36","HVAEP1-G007341","Hydra vulgaris"
"N36","HVAEP1-G015529","Hydra vulgaris"
"N36","HVAEP1-G007338","Hydra vulgaris"
"N36","HVAEP1-G001104","Hydra vulgaris"
"N36","HVAEP1-G005161","Hydra vulgaris"
"N36","HVAEP1-G026879","Hydra vulgaris"
"N36","HVAEP1-G025482","Hydra vulgaris"
"N36","HVAEP1-G015542","Hydra vulgaris"
"N36","HVAEP1-G019362","Hydra vulgaris"
"N36","HVAEP1-G007336","Hydra vulgaris"
"N36","HVAEP1-G015532","Hydra vulgaris"
"N36","HVAEP1-G023991","Hydra vulgaris"
"N36","HVAEP1-G011709","Hydra vulgaris"
"N36","HVAEP1-G005755","Hydra vulgaris"
"N36","HVAEP1-G021782","Hydra vulgaris"
"N36","HVAEP1-G003098","Hydra vulgaris"
"N36","HVAEP1-G005070","Hydra vulgaris"
"N36","HVAEP1-G005052","Hydra vulgaris"
"N36","HVAEP1-G003099","Hydra vulgaris"
"N36","HVAEP1-G003069","Hydra vulgaris"
"N36","HVAEP1-G015033","Hydra vulgaris"
"N36","HVAEP1-G003859","Hydra vulgaris"
"N36","HVAEP1-G019486","Hydra vulgaris"
"N36","HVAEP1-G021254","Hydra vulgaris"
"N36","HVAEP1-G000432","Hydra vulgaris"
"N36","HVAEP1-G019489","Hydra vulgaris"
"N36","HVAEP1-G000634","Hydra vulgaris"
"N36","HVAEP1-G011949","Hydra vulgaris"
"N36","HVAEP1-G011983","Hydra vulgaris"
"N36","HVAEP1-G004348","Hydra vulgaris"
"N36","HVAEP1-G022732","Hydra vulgaris"
"N36","HVAEP1-G013877","Hydra vulgaris"
"N36","HVAEP1-G023614","Hydra vulgaris"
"N36","HVAEP1-G011948","Hydra vulgaris"
"N36","HVAEP1-G011984","Hydra vulgaris"
"N36","HVAEP1-G019037","Hydra vulgaris"
"N36","HVAEP1-G015468","Hydra vulgaris"
"N36","HVAEP1-G022733","Hydra vulgaris"
"N36","HVAEP1-G027660","Hydra vulgaris"
"N36","HVAEP1-G016533","Hydra vulgaris"
"N36","HVAEP1-G016532","Hydra vulgaris"
"N36","HVAEP1-G027377","Hydra vulgaris"
"N36","HVAEP1-G012498","Hydra vulgaris"
"N36","HVAEP1-G020556","Hydra vulgaris"
"N36","HVAEP1-G008639","Hydra vulgaris"
"N36","HVAEP1-G003137","Hydra vulgaris"
"N36","HVAEP1-G007160","Hydra vulgaris"
"N36","HVAEP1-G018914","Hydra vulgaris"
"N36","HVAEP1-G024568","Hydra vulgaris"
"N36","HVAEP1-G007492","Hydra vulgaris"
"N36","HVAEP1-G025989","Hydra vulgaris"
"N36","HVAEP1-G023690","Hydra vulgaris"
"N36","HVAEP1-G024368","Hydra vulgaris"
"N36","HVAEP1-G027533","Hydra vulgaris"
"N36","HVAEP1-G020409","Hydra vulgaris"
"N36","HVAEP1-G014514","Hydra vulgaris"
"N36","HVAEP1-G014543","Hydra vulgaris"
"N36","HVAEP1-G014521","Hydra vulgaris"
"N36","HVAEP1-G014556","Hydra vulgaris"
"N36","HVAEP1-G014522","Hydra vulgaris"
"N36","HVAEP1-G014512","Hydra vulgaris"
"N36","HVAEP1-G014520","Hydra vulgaris"
"N36","HVAEP1-G014506","Hydra vulgaris"
"N36","HVAEP1-G014513","Hydra vulgaris"
"N36","HVAEP1-G014511","Hydra vulgaris"
"N36","HVAEP1-G015685","Hydra vulgaris"
"N36","HVAEP1-G028106","Hydra vulgaris"
"N36","HVAEP1-G018386","Hydra vulgaris"
"N36","HVAEP1-G026890","Hydra vulgaris"
"N36","HVAEP1-G025743","Hydra vulgaris"
"N36","HVAEP1-G019901","Hydra vulgaris"
"N36","HVAEP1-G026185","Hydra vulgaris"
"N36","HVAEP1-G000270","Hydra vulgaris"
"N36","HVAEP1-G000400","Hydra vulgaris"
"N36","HVAEP1-G000248","Hydra vulgaris"
"N36","HVAEP1-G002031","Hydra vulgaris"
"N36","HVAEP1-G015486","Hydra vulgaris"
"N36","HVAEP1-G001152","Hydra vulgaris"
"N36","HVAEP1-G000494","Hydra vulgaris"
"N36","HVAEP1-G001816","Hydra vulgaris"
"N36","HVAEP1-G005606","Hydra vulgaris"
"N36","HVAEP1-G021137","Hydra vulgaris"
"N36","HVAEP1-G004749","Hydra vulgaris"
"N36","HVAEP1-G009219","Hydra vulgaris"
"N36","HVAEP1-G015751","Hydra vulgaris"
"N36","HVAEP1-G003222","Hydra vulgaris"
"N36","HVAEP1-G011843","Hydra vulgaris"
"N36","HVAEP1-G007430","Hydra vulgaris"
"N36","HVAEP1-G017733","Hydra vulgaris"
"N36","HVAEP1-G015750","Hydra vulgaris"
"N36","HVAEP1-G016860","Hydra vulgaris"
"N36","HVAEP1-G007431","Hydra vulgaris"
"N36","HVAEP1-G003434","Hydra vulgaris"
"N36","HVAEP1-G008280","Hydra vulgaris"
"N36","HVAEP1-G012713","Hydra vulgaris"
"N36","HVAEP1-G019787","Hydra vulgaris"
"N36","HVAEP1-G008042","Hydra vulgaris"
"N36","HVAEP1-G000430","Hydra vulgaris"
"N36","HVAEP1-G025276","Hydra vulgaris"
"N36","HVAEP1-G014222","Hydra vulgaris"
"N36","HVAEP1-G014435","Hydra vulgaris"
"N36","HVAEP1-G024261","Hydra vulgaris"
"N36","HVAEP1-G015929","Hydra vulgaris"
"N36","HVAEP1-G007182","Hydra vulgaris"
"N36","HVAEP1-G013234","Hydra vulgaris"
"N36","HVAEP1-G002611","Hydra vulgaris"
"N36","HVAEP1-G026242","Hydra vulgaris"
"N36","HVAEP1-G027372","Hydra vulgaris"
"N36","HVAEP1-G018996","Hydra vulgaris"
"N36","HVAEP1-G019000","Hydra vulgaris"
"N36","HVAEP1-G000099","Hydra vulgaris"
"N36","HVAEP1-G000100","Hydra vulgaris"
"N36","HVAEP1-G000274","Hydra vulgaris"
"N36","HVAEP1-G002777","Hydra vulgaris"
"N36","HVAEP1-G028820","Hydra vulgaris"
"N36","HVAEP1-G028833","Hydra vulgaris"
"N36","HVAEP1-G007949","Hydra vulgaris"
"N36","HVAEP1-G027305","Hydra vulgaris"
"N36","HVAEP1-G012308","Hydra vulgaris"
"N36","HVAEP1-G019394","Hydra vulgaris"
"N36","HVAEP1-G006467","Hydra vulgaris"
"N36","HVAEP1-G016330","Hydra vulgaris"
"N36","HVAEP1-G013219","Hydra vulgaris"
"N36","HVAEP1-G020552","Hydra vulgaris"
"N36","HVAEP1-G024599","Hydra vulgaris"
"N36","HVAEP1-G001824","Hydra vulgaris"
"N36","HVAEP1-G009328","Hydra vulgaris"
"N36","HVAEP1-G004893","Hydra vulgaris"
"N36","HVAEP1-G023304","Hydra vulgaris"
"N36","HVAEP1-G024339","Hydra vulgaris"
"N36","HVAEP1-G002545","Hydra vulgaris"
"N36","HVAEP1-G027148","Hydra vulgaris"
"N36","HVAEP1-G027152","Hydra vulgaris"
"N36","HVAEP1-G028828","Hydra vulgaris"
"N36","HVAEP1-G028834","Hydra vulgaris"
"N36","HVAEP1-G020644","Hydra vulgaris"
"N36","HVAEP1-G021256","Hydra vulgaris"
"N36","HVAEP1-G018815","Hydra vulgaris"
"N36","HVAEP1-G005365","Hydra vulgaris"
"N36","HVAEP1-G011570","Hydra vulgaris"
"N36","HVAEP1-G000089","Hydra vulgaris"
"N36","HVAEP1-G011568","Hydra vulgaris"
"N36","HVAEP1-G011504","Hydra vulgaris"
"N36","HVAEP1-G021740","Hydra vulgaris"
"N36","HVAEP1-G028832","Hydra vulgaris"
"N36","HVAEP1-G022939","Hydra vulgaris"
"N36","HVAEP1-G017829","Hydra vulgaris"
"N36","HVAEP1-G011217","Hydra vulgaris"
"N36","HVAEP1-G012831","Hydra vulgaris"
"N36","HVAEP1-G005592","Hydra vulgaris"
"N36","HVAEP1-G024391","Hydra vulgaris"
"N36","HVAEP1-G024378","Hydra vulgaris"
"N36","HVAEP1-G009267","Hydra vulgaris"
"N36","HVAEP1-G018485","Hydra vulgaris"
"N36","HVAEP1-G000748","Hydra vulgaris"
"N36","HVAEP1-G010325","Hydra vulgaris"
"N36","HVAEP1-G026792","Hydra vulgaris"
"N36","HVAEP1-G012245","Hydra vulgaris"
"N36","HVAEP1-G027559","Hydra vulgaris"
"N36","HVAEP1-G025994","Hydra vulgaris"
"N36","HVAEP1-G025971","Hydra vulgaris"
"N36","HVAEP1-G015140","Hydra vulgaris"
"N36","HVAEP1-G000716","Hydra vulgaris"
"N36","HVAEP1-G021968","Hydra vulgaris"
"N36","HVAEP1-G010310","Hydra vulgaris"
"N36","HVAEP1-G015662","Hydra vulgaris"
"N36","HVAEP1-G000747","Hydra vulgaris"
"N36","HVAEP1-G017026","Hydra vulgaris"
"N36","HVAEP1-G014840","Hydra vulgaris"
"N36","HVAEP1-G010016","Hydra vulgaris"
"N36","HVAEP1-G005704","Hydra vulgaris"
"N36","HVAEP1-G001236","Hydra vulgaris"
"N36","HVAEP1-G027846","Hydra vulgaris"
"N36","HVAEP1-G002793","Hydra vulgaris"
"N36","HVAEP1-G027155","Hydra vulgaris"
"N36","HVAEP1-G009863","Hydra vulgaris"
"N36","HVAEP1-G025012","Hydra vulgaris"
"N36","HVAEP1-G000650","Hydra vulgaris"
"N36","HVAEP1-G004933","Hydra vulgaris"
"N36","HVAEP1-G023300","Hydra vulgaris"
"N36","HVAEP1-G012040","Hydra vulgaris"
"N36","HVAEP1-G024341","Hydra vulgaris"
"N36","HVAEP1-G018389","Hydra vulgaris"
"N36","HVAEP1-G001154","Hydra vulgaris"
"N36","HVAEP1-G007759","Hydra vulgaris"
"N36","HVAEP1-G012039","Hydra vulgaris"
"N36","HVAEP1-G024601","Hydra vulgaris"
"N36","HVAEP1-G009224","Hydra vulgaris"
"N36","HVAEP1-G003469","Hydra vulgaris"
"N36","HVAEP1-G024278","Hydra vulgaris"
"N36","HVAEP1-G005000","Hydra vulgaris"
"N36","HVAEP1-G026032","Hydra vulgaris"
"N36","HVAEP1-G004764","Hydra vulgaris"
"N36","HVAEP1-G012462","Hydra vulgaris"
"N36","HVAEP1-G012099","Hydra vulgaris"
"N36","HVAEP1-G027145","Hydra vulgaris"
"N36","HVAEP1-G015641","Hydra vulgaris"
"N36","HVAEP1-G010218","Hydra vulgaris"
"N36","HVAEP1-G008883","Hydra vulgaris"
"N36","HVAEP1-G011427","Hydra vulgaris"
"N36","HVAEP1-G011428","Hydra vulgaris"
"N36","HVAEP1-G025246","Hydra vulgaris"
"N36","HVAEP1-G025170","Hydra vulgaris"
"N36","HVAEP1-G027320","Hydra vulgaris"
"N36","HVAEP1-G018407","Hydra vulgaris"
"N36","HVAEP1-G022773","Hydra vulgaris"
"N36","HVAEP1-G010663","Hydra vulgaris"
"N36","HVAEP1-G020923","Hydra vulgaris"
"N36","HVAEP1-G016609","Hydra vulgaris"
"N36","HVAEP1-G020924","Hydra vulgaris"
"N36","HVAEP1-G025551","Hydra vulgaris"
"N36","HVAEP1-G013486","Hydra vulgaris"
"N36","HVAEP1-G005773","Hydra vulgaris"
"N36","HVAEP1-G011776","Hydra vulgaris"
"N36","HVAEP1-G015650","Hydra vulgaris"
"N36","HVAEP1-G012464","Hydra vulgaris"
"N36","HVAEP1-G027529","Hydra vulgaris"
"N36","HVAEP1-G020777","Hydra vulgaris"
"N36","HVAEP1-G020778","Hydra vulgaris"
"N36","HVAEP1-G020779","Hydra vulgaris"
"N36","HVAEP1-G020795","Hydra vulgaris"
"N36","HVAEP1-G026607","Hydra vulgaris"
"N36","HVAEP1-G027588","Hydra vulgaris"
"N36","HVAEP1-G006914","Hydra vulgaris"
"N36","HVAEP1-G009182","Hydra vulgaris"
"N36","HVAEP1-G015450","Hydra vulgaris"
"N36","HVAEP1-G028129","Hydra vulgaris"
"N36","HVAEP1-G013342","Hydra vulgaris"
"N36","HVAEP1-G010734","Hydra vulgaris"
"N36","HVAEP1-G017473","Hydra vulgaris"
"N36","HVAEP1-G004539","Hydra vulgaris"
"N36","HVAEP1-G018579","Hydra vulgaris"
"N36","HVAEP1-G009853","Hydra vulgaris"
"N36","HVAEP1-G025201","Hydra vulgaris"
"N36","HVAEP1-G012211","Hydra vulgaris"
"N36","HVAEP1-G026314","Hydra vulgaris"
"N36","HVAEP1-G014943","Hydra vulgaris"
"N36","HVAEP1-G023895","Hydra vulgaris"
"N36","HVAEP1-G025166","Hydra vulgaris"
"N36","HVAEP1-G025176","Hydra vulgaris"
"N36","HVAEP1-G014586","Hydra vulgaris"
"N36","HVAEP1-G011455","Hydra vulgaris"
"N36","HVAEP1-G025791","Hydra vulgaris"
"N36","HVAEP1-G024685","Hydra vulgaris"
"N36","HVAEP1-G025056","Hydra vulgaris"
"N36","HVAEP1-G004780","Hydra vulgaris"
"N36","HVAEP1-G000403","Hydra vulgaris"
"N36","HVAEP1-G007910","Hydra vulgaris"
"N36","HVAEP1-G020107","Hydra vulgaris"
"N36","HVAEP1-G018776","Hydra vulgaris"
"N36","HVAEP1-G001270","Hydra vulgaris"
"N36","HVAEP1-G012725","Hydra vulgaris"
"N36","HVAEP1-G003325","Hydra vulgaris"
"N36","HVAEP1-G023588","Hydra vulgaris"
"N36","HVAEP1-G010781","Hydra vulgaris"
"N36","HVAEP1-G019261","Hydra vulgaris"
"N36","HVAEP1-G025037","Hydra vulgaris"
"N36","HVAEP1-G020301","Hydra vulgaris"
"N36","HVAEP1-G028727","Hydra vulgaris"
"N36","HVAEP1-G011941","Hydra vulgaris"
"N36","HVAEP1-G011962","Hydra vulgaris"
"N36","HVAEP1-G020302","Hydra vulgaris"
"N36","HVAEP1-G000503","Hydra vulgaris"
"N36","HVAEP1-G005613","Hydra vulgaris"
"N36","HVAEP1-G002866","Hydra vulgaris"
"N36","HVAEP1-G012911","Hydra vulgaris"
"N36","HVAEP1-G016342","Hydra vulgaris"
"N36","HVAEP1-G010910","Hydra vulgaris"
"N36","HVAEP1-G000165","Hydra vulgaris"
"N36","HVAEP1-G000417","Hydra vulgaris"
"N36","HVAEP1-G000170","Hydra vulgaris"
"N36","HVAEP1-G000288","Hydra vulgaris"
"N36","HVAEP1-G000729","Hydra vulgaris"
"N36","HVAEP1-G000730","Hydra vulgaris"
"N36","HVAEP1-G000221","Hydra vulgaris"
"N36","HVAEP1-G000229","Hydra vulgaris"
"N36","HVAEP1-G000307","Hydra vulgaris"
"N36","HVAEP1-G003269","Hydra vulgaris"
"N36","HVAEP1-G003271","Hydra vulgaris"
"N36","HVAEP1-G003247","Hydra vulgaris"
"N36","HVAEP1-G003297","Hydra vulgaris"
"N36","HVAEP1-G003261","Hydra vulgaris"
"N36","HVAEP1-G003263","Hydra vulgaris"
"N36","HVAEP1-G003273","Hydra vulgaris"
"N36","HVAEP1-G024737","Hydra vulgaris"
"N36","HVAEP1-G014612","Hydra vulgaris"
"N36","HVAEP1-G028198","Hydra vulgaris"
"N36","HVAEP1-G010899","Hydra vulgaris"
"N36","HVAEP1-G002509","Hydra vulgaris"
"N36","HVAEP1-G027304","Hydra vulgaris"
"N36","HVAEP1-G020427","Hydra vulgaris"
"N36","HVAEP1-G020426","Hydra vulgaris"
"N36","HVAEP1-G008499","Hydra vulgaris"
"N36","HVAEP1-G003671","Hydra vulgaris"
"N36","HVAEP1-G004356","Hydra vulgaris"
"N36","HVAEP1-G013499","Hydra vulgaris"
"N36","HVAEP1-G004265","Hydra vulgaris"
"N36","HVAEP1-G000687","Hydra vulgaris"
"N36","HVAEP1-G016314","Hydra vulgaris"
"N36","HVAEP1-G019863","Hydra vulgaris"
"N36","HVAEP1-G020818","Hydra vulgaris"
"N36","HVAEP1-G002378","Hydra vulgaris"
"N36","HVAEP1-G005524","Hydra vulgaris"
"N36","HVAEP1-G008891","Hydra vulgaris"
"N36","HVAEP1-G010352","Hydra vulgaris"
"N36","HVAEP1-G027724","Hydra vulgaris"
"N36","HVAEP1-G002377","Hydra vulgaris"
"N36","HVAEP1-G020819","Hydra vulgaris"
"N36","HVAEP1-G004077","Hydra vulgaris"
"N36","HVAEP1-G007719","Hydra vulgaris"
"N36","HVAEP1-G020293","Hydra vulgaris"
"N36","HVAEP1-G023598","Hydra vulgaris"
"N36","HVAEP1-G009506","Hydra vulgaris"
"N36","HVAEP1-G028165","Hydra vulgaris"
"N36","HVAEP1-G004882","Hydra vulgaris"
"N36","HVAEP1-G024941","Hydra vulgaris"
"N36","HVAEP1-G004690","Hydra vulgaris"
"N36","HVAEP1-G025521","Hydra vulgaris"
"N36","HVAEP1-G023052","Hydra vulgaris"
"N36","HVAEP1-G020639","Hydra vulgaris"
"N36","HVAEP1-G025650","Hydra vulgaris"
"N36","HVAEP1-G025520","Hydra vulgaris"
"N36","HVAEP1-G005098","Hydra vulgaris"
"N36","HVAEP1-G012502","Hydra vulgaris"
"N36","HVAEP1-G025197","Hydra vulgaris"
"N36","HVAEP1-G025878","Hydra vulgaris"
"N36","HVAEP1-G010817","Hydra vulgaris"
"N36","HVAEP1-G010818","Hydra vulgaris"
"N36","HVAEP1-G024609","Hydra vulgaris"
"N36","HVAEP1-G022016","Hydra vulgaris"
"N36","HVAEP1-G018277","Hydra vulgaris"
"N36","HVAEP1-G024358","Hydra vulgaris"
"N36","HVAEP1-G003298","Hydra vulgaris"
"N36","HVAEP1-G028110","Hydra vulgaris"
"N36","HVAEP1-G016556","Hydra vulgaris"
"N36","HVAEP1-G008160","Hydra vulgaris"
"N36","HVAEP1-G008161","Hydra vulgaris"
"N36","HVAEP1-G008164","Hydra vulgaris"
"N36","HVAEP1-G013018","Hydra vulgaris"
"N36","HVAEP1-G003915","Hydra vulgaris"
"N36","HVAEP1-G008136","Hydra vulgaris"
"N36","HVAEP1-G020362","Hydra vulgaris"
"N36","HVAEP1-G013078","Hydra vulgaris"
"N36","HVAEP1-G002016","Hydra vulgaris"
"N36","HVAEP1-G021004","Hydra vulgaris"
"N36","HVAEP1-G025766","Hydra vulgaris"
"N36","HVAEP1-G010144","Hydra vulgaris"
"N36","HVAEP1-G012984","Hydra vulgaris"
"N36","HVAEP1-G012981","Hydra vulgaris"
"N36","HVAEP1-G011076","Hydra vulgaris"
"N36","HVAEP1-G015326","Hydra vulgaris"
"N36","HVAEP1-G014419","Hydra vulgaris"
"N36","HVAEP1-G003834","Hydra vulgaris"
"N36","HVAEP1-G024557","Hydra vulgaris"
"N36","HVAEP1-G024590","Hydra vulgaris"
"N36","HVAEP1-G024555","Hydra vulgaris"
"N36","HVAEP1-G014487","Hydra vulgaris"
"N36","HVAEP1-G003301","Hydra vulgaris"
"N36","HVAEP1-G003292","Hydra vulgaris"
"N36","HVAEP1-G023153","Hydra vulgaris"
"N36","HVAEP1-G025940","Hydra vulgaris"
"N36","HVAEP1-G013382","Hydra vulgaris"
"N36","HVAEP1-G015141","Hydra vulgaris"
"N36","HVAEP1-G000715","Hydra vulgaris"
"N36","HVAEP1-G021967","Hydra vulgaris"
"N36","HVAEP1-G003879","Hydra vulgaris"
"N36","HVAEP1-G012075","Hydra vulgaris"
"N36","HVAEP1-G028861","Hydra vulgaris"
"N36","HVAEP1-G026887","Hydra vulgaris"
"N36","HVAEP1-G007610","Hydra vulgaris"
"N36","HVAEP1-G015266","Hydra vulgaris"
"N36","HVAEP1-G011831","Hydra vulgaris"
"N36","HVAEP1-G023784","Hydra vulgaris"
"N36","HVAEP1-G025418","Hydra vulgaris"
"N36","HVAEP1-G000423","Hydra vulgaris"
"N36","HVAEP1-G026875","Hydra vulgaris"
"N36","HVAEP1-G019050","Hydra vulgaris"
"N36","HVAEP1-G000065","Hydra vulgaris"
"N36","HVAEP1-G022997","Hydra vulgaris"
"N36","HVAEP1-G021085","Hydra vulgaris"
"N36","HVAEP1-G009374","Hydra vulgaris"
"N36","HVAEP1-G015466","Hydra vulgaris"
"N36","HVAEP1-G007784","Hydra vulgaris"
"N36","HVAEP1-G021893","Hydra vulgaris"
"N36","HVAEP1-G018544","Hydra vulgaris"
"N36","HVAEP1-G020368","Hydra vulgaris"
"N36","HVAEP1-G001676","Hydra vulgaris"
"N36","HVAEP1-G021565","Hydra vulgaris"
"N36","HVAEP1-G025861","Hydra vulgaris"
"N36","HVAEP1-G026730","Hydra vulgaris"
"N36","HVAEP1-G002040","Hydra vulgaris"
"N36","HVAEP1-G013196","Hydra vulgaris"
"N36","HVAEP1-G017704","Hydra vulgaris"
"N36","HVAEP1-G013861","Hydra vulgaris"
"N36","HVAEP1-G017003","Hydra vulgaris"
"N36","HVAEP1-G022983","Hydra vulgaris"
"N36","HVAEP1-G017927","Hydra vulgaris"
"N36","HVAEP1-G026288","Hydra vulgaris"
"N36","HVAEP1-G009804","Hydra vulgaris"
"N36","HVAEP1-G011116","Hydra vulgaris"
"N36","HVAEP1-G019599","Hydra vulgaris"
"N36","HVAEP1-G020747","Hydra vulgaris"
"N36","HVAEP1-G025082","Hydra vulgaris"
"N36","HVAEP1-G010280","Hydra vulgaris"
"N36","HVAEP1-G025847","Hydra vulgaris"
"N36","HVAEP1-G028294","Hydra vulgaris"
"N36","HVAEP1-G008401","Hydra vulgaris"
"N36","HVAEP1-G023944","Hydra vulgaris"
"N36","HVAEP1-G017439","Hydra vulgaris"
"N36","HVAEP1-G027094","Hydra vulgaris"
"N36","HVAEP1-G025067","Hydra vulgaris"
"N36","HVAEP1-G028155","Hydra vulgaris"
"N36","HVAEP1-G000962","Hydra vulgaris"
"N36","HVAEP1-G012949","Hydra vulgaris"
"N36","HVAEP1-G014592","Hydra vulgaris"
"N36","HVAEP1-G004668","Hydra vulgaris"
"N36","HVAEP1-G007693","Hydra vulgaris"
"N36","HVAEP1-G009779","Hydra vulgaris"
"N36","HVAEP1-G009775","Hydra vulgaris"
"N36","HVAEP1-G003386","Hydra vulgaris"
"N36","HVAEP1-G017440","Hydra vulgaris"
"N36","HVAEP1-G010840","Hydra vulgaris"
"N36","HVAEP1-G004491","Hydra vulgaris"
"N36","HVAEP1-G007443","Hydra vulgaris"
"N36","HVAEP1-G018851","Hydra vulgaris"
"N36","HVAEP1-G017905","Hydra vulgaris"
"N36","HVAEP1-G028207","Hydra vulgaris"
"N36","HVAEP1-G000128","Hydra vulgaris"
"N36","HVAEP1-G015798","Hydra vulgaris"
"N36","HVAEP1-G026531","Hydra vulgaris"
"N36","HVAEP1-G027632","Hydra vulgaris"
"N36","HVAEP1-G026665","Hydra vulgaris"
"N36","HVAEP1-G026549","Hydra vulgaris"
"N36","HVAEP1-G003072","Hydra vulgaris"
"N36","HVAEP1-G027929","Hydra vulgaris"
"N36","HVAEP1-G015657","Hydra vulgaris"
"N36","HVAEP1-G007808","Hydra vulgaris"
"N36","HVAEP1-G007807","Hydra vulgaris"
"N36","HVAEP1-G007810","Hydra vulgaris"
"N36","HVAEP1-G009193","Hydra vulgaris"
"N36","HVAEP1-G022837","Hydra vulgaris"
"N36","HVAEP1-G012748","Hydra vulgaris"
"N36","HVAEP1-G011432","Hydra vulgaris"
"N36","HVAEP1-G024153","Hydra vulgaris"
"N36","HVAEP1-G009601","Hydra vulgaris"
"N36","HVAEP1-G014769","Hydra vulgaris"
"N36","HVAEP1-G021433","Hydra vulgaris"
"N36","HVAEP1-G020607","Hydra vulgaris"
"N36","HVAEP1-G002397","Hydra vulgaris"
"N36","HVAEP1-G014974","Hydra vulgaris"
"N36","HVAEP1-G024566","Hydra vulgaris"
"N36","HVAEP1-G024565","Hydra vulgaris"
"N36","HVAEP1-G028078","Hydra vulgaris"
"N36","HVAEP1-G016426","Hydra vulgaris"
"N36","HVAEP1-G016428","Hydra vulgaris"
"N36","HVAEP1-G015390","Hydra vulgaris"
"N36","HVAEP1-G010067","Hydra vulgaris"
"N36","HVAEP1-G007392","Hydra vulgaris"
"N36","HVAEP1-G026156","Hydra vulgaris"
"N36","HVAEP1-G017463","Hydra vulgaris"
"N36","HVAEP1-G000547","Hydra vulgaris"
"N36","HVAEP1-G014069","Hydra vulgaris"
"N36","HVAEP1-G022895","Hydra vulgaris"
"N36","HVAEP1-G011043","Hydra vulgaris"
"N36","HVAEP1-G005875","Hydra vulgaris"
"N36","HVAEP1-G001107","Hydra vulgaris"
"N36","HVAEP1-G010534","Hydra vulgaris"
"N36","HVAEP1-G009048","Hydra vulgaris"
"N36","HVAEP1-G023155","Hydra vulgaris"
"N36","HVAEP1-G002185","Hydra vulgaris"
"N36","HVAEP1-G025479","Hydra vulgaris"
"N36","HVAEP1-G001901","Hydra vulgaris"
"N36","HVAEP1-G001902","Hydra vulgaris"
"N36","HVAEP1-G001903","Hydra vulgaris"
"N36","HVAEP1-G001911","Hydra vulgaris"
"N36","HVAEP1-G023301","Hydra vulgaris"
"N36","HVAEP1-G004635","Hydra vulgaris"
"N36","HVAEP1-G004841","Hydra vulgaris"
"N36","HVAEP1-G020854","Hydra vulgaris"
"N36","HVAEP1-G017326","Hydra vulgaris"
"N36","HVAEP1-G003346","Hydra vulgaris"
"N36","HVAEP1-G025738","Hydra vulgaris"
"N36","HVAEP1-G028816","Hydra vulgaris"
"N36","HVAEP1-G003776","Hydra vulgaris"
"N36","HVAEP1-G003779","Hydra vulgaris"
"N36","HVAEP1-G005866","Hydra vulgaris"
"N36","HVAEP1-G017534","Hydra vulgaris"
"N36","HVAEP1-G008353","Hydra vulgaris"
"N36","HVAEP1-G013286","Hydra vulgaris"
"N36","HVAEP1-G008641","Hydra vulgaris"
"N36","HVAEP1-G022309","Hydra vulgaris"
"N36","HVAEP1-G004678","Hydra vulgaris"
"N36","HVAEP1-G010040","Hydra vulgaris"
"N36","HVAEP1-G013133","Hydra vulgaris"
"N36","HVAEP1-G013408","Hydra vulgaris"
"N36","HVAEP1-G013296","Hydra vulgaris"
"N36","HVAEP1-G013314","Hydra vulgaris"
"N36","HVAEP1-G028057","Hydra vulgaris"
"N36","HVAEP1-G006655","Hydra vulgaris"
"N36","HVAEP1-G008747","Hydra vulgaris"
"N36","HVAEP1-G008915","Hydra vulgaris"
"N36","HVAEP1-G006113","Hydra vulgaris"
"N36","HVAEP1-G023083","Hydra vulgaris"
"N36","HVAEP1-G026005","Hydra vulgaris"
"N36","HVAEP1-G010469","Hydra vulgaris"
"N36","HVAEP1-G000648","Hydra vulgaris"
"N36","HVAEP1-G016085","Hydra vulgaris"
"N36","HVAEP1-G002836","Hydra vulgaris"
"N36","HVAEP1-G028726","Hydra vulgaris"
"N36","HVAEP1-G012332","Hydra vulgaris"
"N36","HVAEP1-G000497","Hydra vulgaris"
"N36","HVAEP1-G000504","Hydra vulgaris"
"N36","HVAEP1-G020259","Hydra vulgaris"
