"","conReal","conShuf","allReal","allShuf","realOds","shufOdds","lor","name","fam","idx","pval","fdr","res"
"MA1581.1",215,188,3563,2963,0.0642174432497013,0.0677477477477477,-0.0535163401311174,"ZBTB6","More than 3 adjacent zinc finger factors",623,0.662548002116389,0.734222060392832,"neutral"
"MA1496.1",95,156,1778,2771,0.0564468211527035,0.0596558317399618,-0.0552929333407789,"HOXA4","HOX-related factors",624,0.745463578788865,0.810076851465261,"neutral"
"MA1455.1",114,99,2865,2357,0.0414394765539804,0.0438441098317095,-0.0564064179550617,"dmrt99B","DMRT factors",625,0.752163471775992,0.814847634534407,"neutral"
"MA0037.3",81,128,1723,2578,0.0493300852618758,0.0522448979591837,-0.0574080957207793,"GATA3","GATA-type zinc fingers",626,0.761410112399157,0.822162668363987,"neutral"
"MA0749.1",123,100,2481,1910,0.0521628498727735,0.0552486187845304,-0.0574727874531186,"ZBED1","BED zinc finger factors",627,0.744470747907608,0.810076851465261,"neutral"
"MA1449.1",127,172,2293,2937,0.0586334256694368,0.0622061482820976,-0.0591489039593625,"hlh-30","",628,0.686275252526972,0.753557140029616,"neutral"
"MA0731.1",82,89,2156,2210,0.0395371263259402,0.041961338991042,-0.059508556692677,"BCL6B","More than 3 adjacent zinc finger factors",629,0.772940799148523,0.833466330275686,"neutral"
"MA0084.1",258,211,4412,3411,0.0621088107847858,0.0659375,-0.0598194642026887,"SRY","SOX-related factors",630,0.588945579654239,0.667630616612093,"neutral"
"MA0890.1",99,129,1793,2188,0.0584415584415584,0.0626517727051967,-0.0695647224112925,"GBX2","HOX-related factors",631,0.682417338335671,0.751285143121839,"neutral"
"MA0142.1",128,161,3352,3936,0.0397022332506203,0.0426490066225166,-0.0715965430082397,"Pou5f1::Sox2","POU domain factors, SOX-related factors",632,0.610400003693787,0.688236245775545,"neutral"
"MA0718.1",92,142,1723,2484,0.0564071122011036,0.0606319385140905,-0.0722265390155718,"RAX","Paired-related HD factors",633,0.668523393225896,0.739867786969371,"neutral"
"MA0219.1",32,108,732,2305,0.0457142857142857,0.0491579426490669,-0.0726275869832876,"ems","NK-related factors",634,0.8134048336443,0.866762205698893,"neutral"
"MA0788.1",93,125,2718,3400,0.0354285714285714,0.0381679389312977,-0.074477271105417,"POU3F3","POU domain factors",635,0.655392039586987,0.727251404561518,"neutral"
"MA0012.1",154,176,3227,3432,0.0501138952164009,0.0540540540540541,-0.0756862276325764,"br(var.3)","Other factors with up to three adjacent zinc fingers",636,0.56181250440118,0.642071433601349,"neutral"
"MA0923.1",112,131,1903,2070,0.062534896705751,0.0675605982465188,-0.0773001987241169,"lim-4","HD-LIM factors",637,0.630152563974033,0.705770871650917,"neutral"
"MA0889.1",78,134,1622,2582,0.0505181347150259,0.0547385620915033,-0.0802360602138245,"GBX1","HOX-related factors",638,0.652541152543779,0.725826754544225,"neutral"
"MA0651.1",143,106,2805,1927,0.0537190082644628,0.0582097748489841,-0.0802863830796088,"HOXC11","HOX-related factors",639,0.608645168519619,0.687180028973763,"neutral"
"MA0158.2",115,133,2111,2255,0.0576152304609218,0.0626767200754006,-0.0842031375559845,"HOXA5","HOX-related factors",640,0.588050813084937,0.667517139177496,"neutral"
"MA0479.1",128,204,2313,3397,0.0585812356979405,0.0638897588474789,-0.0867446447395076,"FOXH1","Forkhead box (FOX) factors",641,0.517174766546136,0.600866948684307,"neutral"
"MA0928.1",74,121,1599,2400,0.0485245901639344,0.0530934620447565,-0.089983112188399,"zfh-2","",642,0.622612051775447,0.698660572496084,"neutral"
"MA0730.1",81,75,2662,2256,0.0313831848120883,0.0343878954607978,-0.0914323923808565,"RARA(var.2)","Thyroid hormone receptor-related factors (NR1)",643,0.643805891316995,0.718189838919357,"neutral"
"MA0912.2",80,157,1515,2727,0.0557491289198606,0.0610894941634241,-0.0914781209788824,"HOXD3","HOX-related factors",644,0.586970074143327,0.667191965196745,"neutral"
"MA1498.1",117,144,2197,2474,0.05625,0.0618025751072961,-0.0941389909138619,"HOXA7","HOX-related factors",645,0.527600755707417,0.609607475645433,"neutral"
"MA1441.1",93,266,2076,5427,0.0468986384266263,0.051540399147452,-0.094377305999512,"lim-7","",646,0.502902948316475,0.588257621848223,"neutral"
"MA0621.1",83,139,1792,2738,0.0485664131070802,0.0534821085032705,-0.0964149738081944,"mix-a","Paired-related HD factors",647,0.564688887610548,0.644481882598995,"neutral"
"MA0881.1",80,146,1611,2676,0.0522534291312867,0.0577075098814229,-0.0992818009705726,"Dlx4","NK-related factors",648,0.555500441787021,0.637459523362155,"neutral"
"MA0263.1",91,126,2188,2755,0.0433953266571292,0.0479269684290605,-0.0993266066066668,"ceh-10::ttx-3","Paired-related HD factors, HD-LIM factors",649,0.544246505113763,0.626256252459673,"neutral"
"MA0922.1",128,125,2634,2336,0.0510774142059058,0.0565355042966983,-0.101526427981251,"ces-2","",650,0.494585025065087,0.58186473537069,"neutral"
"MA1552.1",90,168,1846,3123,0.05125284738041,0.0568527918781726,-0.103694153427857,"RARB(var.3)","Thyroid hormone receptor-related factors (NR1)",651,0.503520512034372,0.588257621848223,"neutral"
"MA0180.1",110,133,2083,2282,0.0557526609224531,0.0618892508143322,-0.104421371809442,"Vsx2","Paired-related HD factors",652,0.497002683207097,0.583891264187359,"neutral"
"MA0681.2",108,204,2700,4610,0.0416666666666667,0.0463004993191103,-0.105451296829874,"PHOX2B","Paired-related HD factors",653,0.440018950607802,0.527269498588522,"neutral"
"MA1587.1",173,284,3426,5085,0.0531816784506609,0.0591543428452406,-0.106436061605838,"ZNF135","More than 3 adjacent zinc finger factors",654,0.332070365221428,0.413243121164444,"neutral"
"MA0609.2",163,230,3040,3869,0.056656239137991,0.0632041769716955,-0.109368274055821,"CREM","CREB-related factors",655,0.352953404750379,0.431601830401406,"neutral"
"MA1636.1",194,227,3454,3638,0.0595092024539877,0.0665493990032249,-0.111813550360182,"CEBPG(var.2)","C/EBP-related factors",656,0.319419531321193,0.398681138647551,"neutral"
"MA0074.1",118,163,2427,3008,0.0511043741879602,0.0572934973637961,-0.114317039135162,"RXRA::VDR","RXR-related receptors (NR2), Thyroid hormone receptor-related factors (NR1)",657,0.415637362746107,0.501631299865991,"neutral"
"MA1154.1",137,257,2544,4273,0.056917324470295,0.0639940239043825,-0.117189935478602,"ZNF282","More than 3 adjacent zinc finger factors",658,0.335309103467699,0.416040837389759,"neutral"
"MA0648.1",143,234,2170,3177,0.0705476073014307,0.0795107033639144,-0.119603883316321,"GSC","Paired-related HD factors",659,0.337016578203698,0.417542663261219,"neutral"
"MA1456.1",69,118,1475,2238,0.0490753911806543,0.0556603773584906,-0.125910824572957,"Dref","BED zinc finger factors",660,0.487269832828884,0.574062636151841,"neutral"
"MA0892.1",90,182,1868,3351,0.0506186726659168,0.0574313663616283,-0.126270073129459,"GSX1","HOX-related factors",661,0.399352552485779,0.483366201855986,"neutral"
"MA0073.1",736,861,10071,10446,0.0788430637386181,0.0898278560250391,-0.130435786194933,"RREB1","Factors with multiple dispersed zinc fingers",662,0.0223756009279216,0.0372188213454537,"neutral"
"MA0680.1",46,100,1253,2386,0.0381110190555095,0.0437445319335083,-0.137863166241772,"PAX7","Paired plus homeo domain",663,0.521395427218565,0.604099529467027,"neutral"
"MA1147.1",102,152,2257,2944,0.0473317865429234,0.0544412607449857,-0.13994024621759,"NR4A2::RXRA","NGFI-B-related receptors (NR4), RXR-related receptors (NR2)",664,0.340961405094864,0.421187618058362,"neutral"
"MA0672.1",180,252,2803,3441,0.0686237133053755,0.0790216368767639,-0.141083549478029,"NKX2-3","NK-related factors",665,0.209973555789031,0.274731755237985,"neutral"
"MA0843.1",118,182,2099,2834,0.0595658758202928,0.0686274509803922,-0.141609758003929,"TEF","TEF-1-related factors",666,0.300856466747029,0.377756998606135,"neutral"
"MA0660.1",99,126,2396,2661,0.04309969525468,0.0497041420118343,-0.142572343480703,"MEF2B","Regulators of differentiation",667,0.354752018281698,0.432498832157657,"neutral"
"MA0792.1",111,95,2722,2029,0.0425124473381846,0.0491209927611169,-0.144489582974096,"POU5F1B","POU domain factors",668,0.370111898847848,0.449268778948255,"neutral"
"MA0124.2",138,155,2564,2513,0.056883759274526,0.0657336726039016,-0.144601440168721,"Nkx3-1","NK-related factors",669,0.283358100620739,0.357388595377509,"neutral"
"MA1104.2",85,319,1822,5935,0.0489349453080023,0.0568019943019943,-0.149079666829986,"GATA6","GATA-type zinc fingers",670,0.282949171308799,0.357388595377509,"neutral"
"MA0795.1",87,129,1863,2392,0.0489864864864865,0.0570039770216527,-0.151576563625666,"SMAD3","SMAD factors",671,0.345513731143204,0.424145572433156,"neutral"
"MA0898.1",123,179,2923,3667,0.0439285714285714,0.0513188073394495,-0.155492361602763,"Hmx3","NK-related factors",672,0.237329105958703,0.306231104462842,"neutral"
"MA1503.1",162,191,3016,3053,0.0567624386825508,0.0667365478686233,-0.161877930734631,"HOXB9","HOX-related factors",673,0.182052550177658,0.243542978777608,"neutral"
"MA0676.1",142,137,3074,2537,0.048431105047749,0.0570833333333333,-0.164369914897369,"Nr2e1","RXR-related receptors (NR2)",674,0.225549701061579,0.293739145568568,"neutral"
"MA0713.1",106,160,2173,2804,0.0512820512820513,0.0605143721633888,-0.165540079831951,"PHOX2A","Paired-related HD factors",675,0.246769691483913,0.316951897318787,"neutral"
"MA0873.1",137,131,2973,2427,0.0483074753173484,0.0570557491289199,-0.166442527585588,"HOXD12","HOX-related factors",676,0.229734897258631,0.298061429217953,"neutral"
"MA0926.1",65,60,1825,1433,0.0369318181818182,0.0436999271667881,-0.16827297459069,"unc-86","POU domain factors",677,0.426261887250415,0.512246044764448,"neutral"
"MA1480.1",117,272,1890,3755,0.065989847715736,0.0780935974734424,-0.168407167206448,"DPRX","Paired-related HD factors",678,0.185976964993721,0.247969286658295,"neutral"
"MA0911.1",134,121,2803,2154,0.0502060696890221,0.059517953762912,-0.170142081422007,"Hoxa11","HOX-related factors",679,0.233875285578252,0.302554679510733,"neutral"
"MA1500.1",123,107,2463,1822,0.0525641025641026,0.0623906705539359,-0.171382327841195,"HOXB6","HOX-related factors",680,0.259890124420126,0.33177462691931,"neutral"
"MA0786.1",96,169,2856,4255,0.0347826086956522,0.0413607440039158,-0.173214706788866,"POU3F1","POU domain factors",681,0.22229334720824,0.289947844184661,"neutral"
"MA1439.1",85,78,1797,1399,0.0496495327102804,0.0590461771385314,-0.173330822378637,"elt-6","GATA-type zinc fingers",682,0.345880615615133,0.424145572433156,"neutral"
"MA0789.1",147,131,3089,2332,0.0499660095173351,0.0595184007269423,-0.174942556057336,"POU3F4","POU domain factors",683,0.198699098611884,0.262020789378308,"neutral"
"MA0520.1",125,174,2528,2978,0.0520183104452767,0.0620542082738944,-0.176412549494216,"Stat6","STAT factors",684,0.18385215221766,0.245525926649975,"neutral"
"MA0010.1",145,178,3389,3516,0.0446979038224414,0.0533253445176753,-0.176485118885034,"br","Other factors with up to three adjacent zinc fingers",685,0.157065786654279,0.212456136537189,"neutral"
"MA0836.2",320,390,4568,4726,0.0753295668549906,0.0899446494464945,-0.177321763132213,"CEBPD","C/EBP-related factors",686,0.0396767953836779,0.0621800524669579,"neutral"
"MA0229.1",51,155,1076,2751,0.0497560975609756,0.0597072419106317,-0.182320297943449,"inv","NK-related factors",687,0.33363767589242,0.41457936057638,"neutral"
"MA0594.2",133,150,2724,2583,0.0513315322269394,0.061652281134402,-0.183205003653089,"HOXA9","HOX-related factors",688,0.17400310979414,0.233860179563324,"neutral"
"MA0894.1",99,182,1809,2797,0.0578947368421053,0.0695984703632887,-0.184116109939888,"HESX1","Paired-related HD factors",689,0.198476960269018,0.262020789378308,"neutral"
"MA0719.1",118,214,2114,3215,0.0591182364729459,0.0713095634788404,-0.187491001987229,"RHOXF1","Paired-related HD factors",690,0.151210641628258,0.205862137711081,"neutral"
"MA0908.1",150,145,3017,2442,0.0523194977328218,0.0631258162821071,-0.18776071151859,"HOXD11","HOX-related factors",691,0.153849391012299,0.208777848869679,"neutral"
"MA0630.1",130,247,2002,3194,0.0694444444444444,0.0838140481845945,-0.188073560472237,"SHOX","Paired-related HD factors",692,0.132005905273552,0.181778623655383,"neutral"
"MA0888.1",79,145,1633,2506,0.0508365508365508,0.0614146548072851,-0.189032883795633,"EVX2","HOX-related factors",693,0.238202178819351,0.306886242650698,"neutral"
"MA0484.2",129,152,2736,2659,0.049482163406214,0.0606302353410451,-0.203181432259813,"HNF4G","RXR-related receptors (NR2)",694,0.131093697274856,0.181372156794316,"neutral"
"MA0777.1",138,204,2733,3333,0.0531791907514451,0.0651965484180249,-0.203739360618118,"MYBL2","Myb/SANT domain factors",695,0.099775150792724,0.141096172838196,"neutral"
"MA0784.1",78,97,2541,2594,0.0316686967113276,0.038846615939127,-0.204292259654556,"POU1F1","POU domain factors",696,0.229607636937255,0.298061429217953,"neutral"
"MA0066.1",74,96,2214,2349,0.0345794392523364,0.0426098535286285,-0.208826265847319,"PPARG","Thyroid hormone receptor-related factors (NR1)",697,0.229933102539564,0.298061429217953,"neutral"
"MA0901.2",190,197,4590,3898,0.0431818181818182,0.0532288570656579,-0.209181144097699,"HOXB13","HOX-related factors",698,0.0614769164180721,0.0915613648779797,"neutral"
"MA0536.1",76,144,1687,2615,0.0471756672873991,0.0582760016187778,-0.211312136478034,"pnr","GATA-type zinc fingers",699,0.188830776494122,0.25058112520547,"neutral"
"MA0036.3",99,279,1936,4453,0.0538922155688623,0.0668423574508864,-0.215350929264755,"GATA2","GATA-type zinc fingers",700,0.101817821388357,0.143742806665916,"neutral"
"MA1699.1",121,164,3567,3922,0.0351131746952989,0.0436402341671102,-0.217403119341922,"ceh-38","",701,0.0976511228382818,0.138581057130471,"neutral"
"MA1640.1",67,139,2132,3585,0.0324455205811138,0.0403366221706326,-0.217697402046984,"MEIS2(var.2)","TALE-type homeo domain factors",702,0.187440119176395,0.249129272323056,"neutral"
"MA0140.2",96,215,1953,3558,0.0516962843295638,0.0643134908764583,-0.218383511592434,"GATA1::TAL1","GATA-type zinc fingers, Tal-related factors",703,0.113913047247469,0.159212911294299,"neutral"
"MA0899.1",176,137,4126,2600,0.0445569620253165,0.0556232237109216,-0.221832390564603,"HOXA10","HOX-related factors",704,0.0792709491680691,0.115603467536767,"neutral"
"MA0722.1",100,163,2027,2676,0.0518941359626362,0.0648627138877835,-0.223067145689445,"VAX1","NK-related factors",705,0.119870959904421,0.16670795748297,"neutral"
"MA1463.1",72,129,1528,2209,0.0494505494505494,0.0620192307692308,-0.226471341406885,"ARGFX","Paired-related HD factors",706,0.17660801710444,0.236982003782316,"neutral"
"MA1585.1",68,124,1741,2556,0.0406455469216975,0.0509868421052632,-0.226678318329696,"ZKSCAN1","More than 3 adjacent zinc finger factors",707,0.182077369848021,0.243542978777608,"neutral"
"MA0482.2",84,324,1869,5811,0.0470588235294118,0.0590486604702023,-0.22696347410378,"GATA4","GATA-type zinc fingers",708,0.0960624768005839,0.136999118017811,"neutral"
"MA0056.2",137,263,2989,4614,0.0480364656381487,0.0604458745116065,-0.229787905163146,"MZF1","More than 3 adjacent zinc finger factors",709,0.048775027551172,0.0743575737622223,"neutral"
"MA0114.4",127,170,2735,2939,0.0486963190184049,0.0613940050559769,-0.231708750467252,"HNF4A","RXR-related receptors (NR2)",710,0.0766849677660578,0.112417753793174,"neutral"
"MA1576.1",122,222,2817,4091,0.0452690166975881,0.057379167743603,-0.237058465781607,"THRB(var.3)","Thyroid hormone receptor-related factors (NR1)",711,0.0570413513113476,0.0860228637370413,"neutral"
"MA0891.1",142,283,2350,3749,0.0643115942028985,0.0816503173687248,-0.238705777163412,"GSC2","Paired-related HD factors",712,0.0405120032317895,0.0630186716938948,"neutral"
"MA1701.1",109,256,1961,3679,0.0588552915766739,0.074788197487584,-0.239578338926358,"elt-2","GATA-type zinc fingers",713,0.0636534416014669,0.0944680052035905,"neutral"
"MA0666.1",75,152,1499,2416,0.0526685393258427,0.0671378091872792,-0.242729059958814,"MSX1","NK-related factors",714,0.130104254789163,0.18034253139092,"neutral"
"MA0878.2",188,167,4168,2934,0.0472361809045226,0.06035417419588,-0.245069968078363,"CDX1","HOX-related factors",715,0.037296213534393,0.0589538264548722,"neutral"
"MA0877.2",137,243,2501,3521,0.0579526226734349,0.074130567419158,-0.246202136734637,"BARHL1","NK-related factors",716,0.0403062365383116,0.0629316704315646,"neutral"
"MA0914.1",134,103,2828,1718,0.0497401633259094,0.0637770897832817,-0.248581309592277,"ISL2","HD-LIM factors",717,0.0922824732019362,0.131832104574195,"neutral"
"MA0602.1",106,196,2447,3553,0.045279794959419,0.0583854632112005,-0.254206035629326,"Arid5a","ARID-related factors",718,0.0570086412903841,0.0860228637370413,"neutral"
"MA1502.1",119,137,2286,2071,0.0549146285186894,0.0708376421923475,-0.254610758239715,"HOXB8","HOX-related factors",719,0.0721798019215704,0.106370234410735,"neutral"
"MA1555.1",87,154,1819,2524,0.0502309468822171,0.0649789029535865,-0.257431338752249,"RXRB(var.2)","RXR-related receptors (NR2)",720,0.0879794025082091,0.126762775483526,"neutral"
"MA0197.2",117,127,3050,2588,0.039890896692806,0.0516050386021942,-0.25747117024723,"nub","POU domain factors",721,0.0687691736807105,0.10152215446713,"neutral"
"MA0902.2",126,147,2275,2082,0.0586319218241042,0.075968992248062,-0.259045971005887,"HOXB2","HOX-related factors",722,0.059857684364195,0.0896264792618963,"neutral"
"MA0108.2",136,125,2867,2058,0.04979860856829,0.0646663217796172,-0.261253493831623,"TBP","TBP-related factors",723,0.0597324115813108,0.0895986173719663,"neutral"
"MA0642.1",123,192,2168,2648,0.0601466992665037,0.0781758957654723,-0.262174795865233,"EN2","NK-related factors",724,0.044848417541302,0.0691241664856765,"neutral"
"MA1530.1",132,197,2424,2820,0.0575916230366492,0.0751048417842165,-0.265507904119374,"NKX6-3","NK-related factors",725,0.0359171431567252,0.0569252834936776,"neutral"
"MA1575.1",67,141,1716,2798,0.0406306852637962,0.0530673692133986,-0.267038647786988,"THRB(var.2)","Thyroid hormone receptor-related factors (NR1)",726,0.10632523181643,0.149353168437795,"neutral"
"MA1149.1",159,116,4789,2702,0.034341252699784,0.0448569218870843,-0.26713057663461,"RARA::RXRG","Thyroid hormone receptor-related factors (NR1), RXR-related receptors (NR2)",727,0.0448129545726769,0.0691241664856765,"neutral"
"MA0897.1",133,218,3021,3840,0.0460526315789474,0.060187741579238,-0.267683796136693,"Hmx2","NK-related factors",728,0.0273448754319075,0.0442576018551104,"neutral"
"MA0699.1",89,225,1847,3616,0.0506257110352673,0.0663521085225597,-0.270515968591764,"LBX2","NK-related factors",729,0.0531546722265306,0.0805955318958225,"neutral"
"MA1476.1",75,148,1499,2287,0.0526685393258427,0.0691912108461898,-0.27285554311732,"DLX5","NK-related factors",730,0.0889661369211504,0.127310996616297,"neutral"
"MA1553.1",70,139,1500,2282,0.048951048951049,0.0648623425104993,-0.281446418861709,"RARG(var.3)","Thyroid hormone receptor-related factors (NR1)",731,0.0883030814367273,0.12701128151858,"neutral"
"MA0035.4",102,352,1831,4852,0.0589936379410064,0.0782222222222222,-0.282124172238705,"GATA1","GATA-type zinc fingers",732,0.0255349656773088,0.0418933030643348,"neutral"
"MA1120.1",208,261,3248,3136,0.068421052631579,0.0907826086956522,-0.282787168790192,"SOX13","SOX-related factors",733,0.00733919342294642,0.0131729112719551,"neutral"
"MA0153.2",59,143,1613,2977,0.037966537966538,0.0504587155963303,-0.284450297031155,"HNF1B","POU domain factors",734,0.0976666497871893,0.138581057130471,"neutral"
"MA0508.3",161,489,2876,6668,0.0593001841620626,0.0791390192587797,-0.288593631797465,"PRDM1","More than 3 adjacent zinc finger factors",735,0.00437920917267447,0.00822938636475739,"depleted"
"MA0662.1",93,265,1681,3639,0.0585642317380353,0.0785417901600474,-0.293506711534134,"MIXL1","Paired-related HD factors",736,0.0306271891619705,0.0492851319847801,"neutral"
"MA0644.1",103,210,1919,2956,0.0567180616740088,0.0764748725418791,-0.298869515321155,"ESX1","Paired-related HD factors",737,0.0270530727728128,0.0438698477396964,"neutral"
"MA0452.2",119,258,3128,5077,0.0395480225988701,0.0535380784395103,-0.3028774517998,"Kr","More than 3 adjacent zinc finger factors",738,0.0119715071682251,0.0206490062039201,"neutral"
"MA0793.1",104,203,2035,2987,0.0538581046090109,0.0729166666666667,-0.302964340874619,"POU6F2","POU domain factors",739,0.024703101883664,0.0406078387128724,"neutral"
"MA0921.1",96,254,1720,3425,0.0591133004926108,0.0801009145380006,-0.303831321733976,"ceh-48","HD-CUT factors",740,0.0243785727123253,0.0402247980667738,"neutral"
"MA0534.1",112,154,2569,2612,0.0455840455840456,0.0626525630593979,-0.318046813513734,"EcR::usp","",741,0.0205081768733257,0.0342482476612199,"neutral"
"MA0193.1",130,262,2373,3549,0.057958091841284,0.0797079403711591,-0.318649014161503,"schlank","",742,0.00794372582415162,0.0141671543360666,"neutral"
"MA0011.1",38,289,856,4804,0.0464547677261614,0.0640088593576966,-0.320542399137708,"br(var.2)","Other factors with up to three adjacent zinc fingers",743,0.0992991992980342,0.140659911315934,"neutral"
"MA0216.2",150,155,4099,3108,0.0379842998227399,0.0524889942431426,-0.323430602365718,"cad","HOX-related factors",744,0.00941510444582468,0.0166849952204488,"neutral"
"MA0146.2",191,192,4115,3040,0.0486748216106014,0.0674157303370786,-0.325716492134539,"Zfx","More than 3 adjacent zinc finger factors",745,0.00383399186515912,0.00731943901530377,"depleted"
"MA0072.1",56,65,1865,1578,0.0309563294637922,0.0429610046265697,-0.327715350767427,"RORA(var.2)","Thyroid hormone receptor-related factors (NR1)",746,0.1056964768698,0.1489681888769,"neutral"
"MA0706.1",79,146,1758,2378,0.0470518165574747,0.0654121863799283,-0.329459102817654,"MEOX2","HOX-related factors",747,0.0341640034162989,0.0543518236168391,"neutral"
"MA0787.1",97,121,2701,2443,0.0372503840245776,0.0521102497846684,-0.335699408163981,"POU3F2","POU domain factors",748,0.0244221988262555,0.0402247980667738,"neutral"
"MA1600.1",154,303,3658,5214,0.0439497716894977,0.0616982284667074,-0.339207789112777,"ZNF684","More than 3 adjacent zinc finger factors",749,0.00165631898973108,0.00336878438589371,"depleted"
"MA0780.1",45,124,1224,2421,0.0381679389312977,0.0539834566826295,-0.34668177368299,"PAX3","Paired plus homeo domain",750,0.0731570325500081,0.107433404444068,"neutral"
"MA0135.1",85,237,2037,4075,0.0435450819672131,0.0617509119332986,-0.349311975050207,"Lhx3","HD-LIM factors",751,0.0118252045760317,0.0204807666883848,"neutral"
"MA0896.1",113,208,2809,3693,0.0419139465875371,0.0596843615494978,-0.353451409826551,"Hmx1","NK-related factors",752,0.0056102006557169,0.0103572935182466,"neutral"
"MA0049.1",246,187,7364,3982,0.0345602697386906,0.0492753623188406,-0.354719457162632,"hb","Factors with multiple dispersed zinc fingers",753,0.000663287851562046,0.00145853873118356,"depleted"
"MA0709.1",75,136,1499,1945,0.0526685393258427,0.0751796572692095,-0.355862378776368,"Msx3","NK-related factors",754,0.0277535562820962,0.0448326678403093,"neutral"
"MA0895.1",98,168,2119,2582,0.0484908461157843,0.0695940347970174,-0.361303816478831,"HMBOX1","POU domain factors",755,0.0103313243454324,0.0180798176045068,"neutral"
"MA0113.3",54,146,1302,2496,0.0432692307692308,0.0621276595744681,-0.36174951693523,"NR3C1","Steroid hormone receptors (NR3)",756,0.041022253282791,0.0635769239069086,"neutral"
"MA1577.1",63,126,1387,1967,0.047583081570997,0.0684410646387833,-0.363495735823821,"TLX2","NK-related factors",757,0.0352221329310771,0.055929284805491,"neutral"
"MA1549.1",62,104,1758,2079,0.0365566037735849,0.0526582278481013,-0.364960653112907,"POU6F1(var.2)","POU domain factors",758,0.0388782689512712,0.0611568275637974,"neutral"
"MA0887.1",78,190,1605,2766,0.0510805500982318,0.0737577639751553,-0.367382463465283,"EVX1","HOX-related factors",759,0.0142350289403749,0.024254410364939,"neutral"
"MA0738.1",210,267,3497,3160,0.0638880438089443,0.0922917386795714,-0.367822396370865,"HIC2","Factors with multiple dispersed zinc fingers",760,0.000393430158111628,0.000905428309078814,"depleted"
"MA1657.1",59,101,2463,2949,0.0245424292845258,0.0354634831460674,-0.368100096058772,"ZNF652","More than 3 adjacent zinc finger factors",761,0.0373374234214191,0.0589538264548722,"neutral"
"MA1478.1",96,202,2296,3401,0.0436363636363636,0.0631447327289778,-0.369538605330258,"DMRTA2","DMRT factors",762,0.00655880147983939,0.011873692334192,"neutral"
"MA0533.1",129,157,3340,2857,0.0401744004982871,0.0581481481481482,-0.369764043083729,"su(Hw)","Factors with multiple dispersed zinc fingers",763,0.00431727379599955,0.00814946064862836,"depleted"
"MA1450.1",102,141,2963,2860,0.035651869975533,0.051857300478117,-0.374694125511537,"lin-54","",764,0.00790601537130589,0.0141298998125467,"neutral"
"MA1573.1",106,194,2516,3223,0.0439834024896266,0.0640475404423902,-0.375813280408724,"THAP11","THAP-related factors",765,0.00453576894055799,0.0084856256348969,"depleted"
"MA0875.1",101,194,2097,2817,0.0506012024048096,0.0739611132291269,-0.379564119226604,"BARX1","NK-related factors",766,0.00528581605277365,0.0098015132104412,"depleted"
"MA0046.2",70,178,1661,2938,0.043997485857951,0.0644927536231884,-0.382420377869317,"HNF1A","POU domain factors",767,0.0139652646235843,0.0238431347231926,"neutral"
"MA0654.1",130,304,2002,3277,0.0694444444444444,0.102253615876219,-0.386929084990079,"ISX","Paired-related HD factors",768,0.00116072729883746,0.00240743439758881,"depleted"
"MA0717.1",130,352,2002,3778,0.0694444444444444,0.102743724460012,-0.391710703295987,"RAX2","Paired-related HD factors",769,0.000773441089942211,0.00167878686189007,"depleted"
"MA0885.1",75,177,1499,2440,0.0526685393258427,0.0782147591692444,-0.395440065375902,"Dlx2","NK-related factors",770,0.01021309396608,0.0179476965094293,"neutral"
"MA0893.2",92,148,1924,2131,0.0502183406113537,0.0746343923348462,-0.396221113429354,"GSX2","HOX-related factors",771,0.00730701124342756,0.0131432322151588,"neutral"
"MA0503.1",143,276,2602,3451,0.0581537210248068,0.0869291338582677,-0.402003366346643,"Nkx2-5(var.2)","NK-related factors",772,0.000470477333012378,0.00106236817131827,"depleted"
"MA0513.1",156,385,2802,4752,0.0589569160997732,0.0881612090680101,-0.402360118227587,"SMAD2::SMAD3::SMAD4","SMAD factors, SMAD factors, SMAD factors",773,0.000140843104159666,0.000347965316159176,"depleted"
"MA0721.1",95,213,1576,2422,0.0641458474004051,0.0964237211407877,-0.407592884956566,"UNCX","Paired-related HD factors",774,0.00355438698883843,0.00686053057589444,"depleted"
"MA1608.1",93,199,1923,2789,0.0508196721311475,0.0768339768339768,-0.41336342271312,"Isl1","HD-LIM factors",775,0.00299578617756362,0.0058386551952516,"depleted"
"MA0661.1",70,170,1486,2442,0.0494350282485876,0.0748239436619718,-0.414478689413526,"MEOX1","HOX-related factors",776,0.00865827718172728,0.0153762216335114,"neutral"
"MA0075.3",28,79,961,1815,0.030010718113612,0.0455069124423963,-0.416309647918866,"PRRX2","Paired-related HD factors",777,0.0885777779524117,0.12718860423936,"neutral"
"MA0635.1",130,221,2723,3109,0.0501349787890474,0.0765235457063712,-0.422879536588118,"BARHL2","NK-related factors",778,0.000523524752745696,0.00116647425014956,"depleted"
"MA1479.1",81,133,2214,2427,0.0379746835443038,0.0579773321708806,-0.42313239433135,"DMRTC2","DMRT factors",779,0.00590187848100106,0.0108480917375074,"neutral"
"MA0675.1",115,254,2027,3011,0.0601464435146443,0.0921291258614436,-0.426408821242837,"NKX6-2","NK-related factors",780,0.000716955931703081,0.00156834110060049,"depleted"
"MA0601.1",51,227,1384,4073,0.0382595648912228,0.0590223608944358,-0.433522778787061,"Arid3b","ARID-related factors",781,0.010355354219976,0.0180841944797917,"neutral"
