HVAEP1_G000001	HVAEP1_T000001.1
HVAEP1_G000512	HVAEP1_T000512.1
HVAEP1_G000513	HVAEP1_T000513.1
HVAEP1_G000514	HVAEP1_T000514.1
HVAEP1_G000515	HVAEP1_T000515.1
HVAEP1_G000516	HVAEP1_T000516.1
HVAEP1_G000517	HVAEP1_T000517.1
HVAEP1_G000518	HVAEP1_T000518.1
HVAEP1_G000519	HVAEP1_T000519.1
HVAEP1_G000520	HVAEP1_T000520.1
HVAEP1_G000521	HVAEP1_T000521.1
HVAEP1_G000521	HVAEP1_T000521.2
HVAEP1_G000521	HVAEP1_T000521.3
HVAEP1_G000522	HVAEP1_T000522.1
HVAEP1_G000523	HVAEP1_T000523.1
HVAEP1_G000524	HVAEP1_T000524.1
HVAEP1_G000525	HVAEP1_T000525.1
HVAEP1_G000526	HVAEP1_T000526.1
HVAEP1_G000527	HVAEP1_T000527.1
HVAEP1_G000528	HVAEP1_T000528.1
HVAEP1_G000529	HVAEP1_T000529.1
HVAEP1_G000530	HVAEP1_T000530.1
HVAEP1_G000531	HVAEP1_T000531.1
HVAEP1_G000532	HVAEP1_T000532.1
HVAEP1_G000533	HVAEP1_T000533.1
HVAEP1_G000534	HVAEP1_T000534.1
HVAEP1_G000535	HVAEP1_T000535.1
HVAEP1_G000536	HVAEP1_T000536.1
HVAEP1_G000537	HVAEP1_T000537.1
HVAEP1_G000538	HVAEP1_T000538.1
HVAEP1_G000539	HVAEP1_T000539.1
HVAEP1_G000540	HVAEP1_T000540.1
HVAEP1_G000541	HVAEP1_T000541.1
HVAEP1_G000542	HVAEP1_T000542.1
HVAEP1_G000543	HVAEP1_T000543.1
HVAEP1_G000544	HVAEP1_T000544.1
HVAEP1_G000544	HVAEP1_T000544.2
HVAEP1_G000545	HVAEP1_T000545.1
HVAEP1_G000546	HVAEP1_T000546.1
HVAEP1_G000547	HVAEP1_T000547.1
HVAEP1_G000548	HVAEP1_T000548.1
HVAEP1_G000548	HVAEP1_T000548.2
HVAEP1_G000548	HVAEP1_T000548.3
HVAEP1_G000549	HVAEP1_T000549.1
HVAEP1_G000550	HVAEP1_T000550.1
HVAEP1_G000551	HVAEP1_T000551.1
HVAEP1_G000552	HVAEP1_T000552.1
HVAEP1_G000553	HVAEP1_T000553.1
HVAEP1_G000553	HVAEP1_T000553.2
HVAEP1_G000553	HVAEP1_T000553.3
HVAEP1_G000554	HVAEP1_T000554.1
HVAEP1_G000555	HVAEP1_T000555.1
HVAEP1_G000555	HVAEP1_T000555.2
HVAEP1_G000555	HVAEP1_T000555.3
HVAEP1_G000556	HVAEP1_T000556.1
HVAEP1_G000557	HVAEP1_T000557.1
HVAEP1_G000558	HVAEP1_T000558.1
HVAEP1_G000558	HVAEP1_T000558.2
HVAEP1_G000559	HVAEP1_T000559.1
HVAEP1_G000559	HVAEP1_T000559.2
HVAEP1_G000560	HVAEP1_T000560.1
HVAEP1_G000561	HVAEP1_T000561.1
HVAEP1_G000561	HVAEP1_T000561.2
HVAEP1_G000561	HVAEP1_T000561.3
HVAEP1_G000561	HVAEP1_T000561.4
HVAEP1_G000562	HVAEP1_T000562.1
HVAEP1_G000563	HVAEP1_T000563.1
HVAEP1_G000564	HVAEP1_T000564.1
HVAEP1_G000565	HVAEP1_T000565.1
HVAEP1_G000566	HVAEP1_T000566.1
HVAEP1_G000567	HVAEP1_T000567.1
HVAEP1_G000567	HVAEP1_T000567.2
HVAEP1_G000568	HVAEP1_T000568.1
HVAEP1_G000569	HVAEP1_T000569.1
HVAEP1_G000570	HVAEP1_T000570.1
HVAEP1_G000571	HVAEP1_T000571.1
HVAEP1_G000572	HVAEP1_T000572.1
HVAEP1_G000573	HVAEP1_T000573.1
HVAEP1_G000574	HVAEP1_T000574.1
HVAEP1_G000574	HVAEP1_T000574.2
HVAEP1_G000574	HVAEP1_T000574.3
HVAEP1_G000574	HVAEP1_T000574.4
HVAEP1_G000575	HVAEP1_T000575.1
HVAEP1_G000576	HVAEP1_T000576.1
HVAEP1_G000577	HVAEP1_T000577.1
HVAEP1_G000578	HVAEP1_T000578.1
HVAEP1_G000579	HVAEP1_T000579.1
HVAEP1_G000580	HVAEP1_T000580.1
HVAEP1_G000581	HVAEP1_T000581.1
HVAEP1_G000582	HVAEP1_T000582.1
HVAEP1_G000583	HVAEP1_T000583.1
HVAEP1_G000584	HVAEP1_T000584.1
HVAEP1_G000585	HVAEP1_T000585.1
HVAEP1_G000586	HVAEP1_T000586.1
HVAEP1_G000587	HVAEP1_T000587.1
HVAEP1_G000587	HVAEP1_T000587.2
HVAEP1_G000588	HVAEP1_T000588.1
HVAEP1_G000589	HVAEP1_T000589.1
HVAEP1_G000590	HVAEP1_T000590.1
HVAEP1_G000591	HVAEP1_T000591.1
HVAEP1_G000592	HVAEP1_T000592.1
HVAEP1_G000593	HVAEP1_T000593.1
HVAEP1_G000594	HVAEP1_T000594.1
HVAEP1_G000595	HVAEP1_T000595.1
HVAEP1_G000596	HVAEP1_T000596.1
HVAEP1_G000597	HVAEP1_T000597.1
HVAEP1_G000598	HVAEP1_T000598.1
HVAEP1_G000599	HVAEP1_T000599.1
HVAEP1_G000599	HVAEP1_T000599.2
HVAEP1_G000600	HVAEP1_T000600.1
HVAEP1_G000601	HVAEP1_T000601.1
HVAEP1_G000601	HVAEP1_T000601.2
HVAEP1_G000601	HVAEP1_T000601.3
HVAEP1_G000602	HVAEP1_T000602.1
HVAEP1_G000603	HVAEP1_T000603.1
HVAEP1_G000604	HVAEP1_T000604.1
HVAEP1_G000605	HVAEP1_T000605.1
HVAEP1_G000606	HVAEP1_T000606.1
HVAEP1_G000606	HVAEP1_T000606.2
HVAEP1_G000607	HVAEP1_T000607.1
HVAEP1_G000608	HVAEP1_T000608.1
HVAEP1_G000608	HVAEP1_T000608.2
HVAEP1_G000609	HVAEP1_T000609.1
HVAEP1_G000610	HVAEP1_T000610.1
HVAEP1_G000611	HVAEP1_T000611.1
HVAEP1_G000612	HVAEP1_T000612.1
HVAEP1_G000613	HVAEP1_T000613.1
HVAEP1_G000614	HVAEP1_T000614.1
HVAEP1_G000615	HVAEP1_T000615.1
HVAEP1_G000616	HVAEP1_T000616.1
HVAEP1_G000617	HVAEP1_T000617.1
HVAEP1_G000618	HVAEP1_T000618.1
HVAEP1_G000619	HVAEP1_T000619.1
HVAEP1_G000620	HVAEP1_T000620.1
HVAEP1_G000621	HVAEP1_T000621.1
HVAEP1_G000622	HVAEP1_T000622.1
HVAEP1_G000623	HVAEP1_T000623.1
HVAEP1_G000624	HVAEP1_T000624.1
HVAEP1_G000625	HVAEP1_T000625.1
HVAEP1_G000626	HVAEP1_T000626.1
HVAEP1_G000626	HVAEP1_T000626.2
HVAEP1_G000627	HVAEP1_T000627.1
HVAEP1_G000628	HVAEP1_T000628.1
HVAEP1_G000629	HVAEP1_T000629.1
HVAEP1_G000630	HVAEP1_T000630.1
HVAEP1_G000631	HVAEP1_T000631.1
HVAEP1_G000632	HVAEP1_T000632.1
HVAEP1_G000633	HVAEP1_T000633.1
HVAEP1_G000633	HVAEP1_T000633.2
HVAEP1_G000634	HVAEP1_T000634.1
HVAEP1_G000634	HVAEP1_T000634.2
HVAEP1_G000635	HVAEP1_T000635.1
HVAEP1_G000636	HVAEP1_T000636.1
HVAEP1_G000637	HVAEP1_T000637.1
HVAEP1_G000638	HVAEP1_T000638.1
HVAEP1_G000639	HVAEP1_T000639.1
HVAEP1_G000640	HVAEP1_T000640.1
HVAEP1_G000641	HVAEP1_T000641.1
HVAEP1_G000642	HVAEP1_T000642.1
HVAEP1_G000643	HVAEP1_T000643.1
HVAEP1_G000644	HVAEP1_T000644.1
HVAEP1_G000644	HVAEP1_T000644.2
HVAEP1_G000644	HVAEP1_T000644.3
HVAEP1_G000645	HVAEP1_T000645.1
HVAEP1_G000646	HVAEP1_T000646.1
HVAEP1_G000647	HVAEP1_T000647.1
HVAEP1_G000647	HVAEP1_T000647.2
HVAEP1_G000648	HVAEP1_T000648.1
HVAEP1_G000649	HVAEP1_T000649.1
HVAEP1_G000650	HVAEP1_T000650.1
HVAEP1_G000651	HVAEP1_T000651.1
HVAEP1_G000652	HVAEP1_T000652.1
HVAEP1_G000653	HVAEP1_T000653.1
HVAEP1_G000654	HVAEP1_T000654.1
HVAEP1_G000654	HVAEP1_T000654.2
HVAEP1_G000655	HVAEP1_T000655.1
HVAEP1_G000656	HVAEP1_T000656.1
HVAEP1_G000657	HVAEP1_T000657.1
HVAEP1_G000658	HVAEP1_T000658.1
HVAEP1_G000659	HVAEP1_T000659.1
HVAEP1_G000660	HVAEP1_T000660.1
HVAEP1_G000661	HVAEP1_T000661.1
HVAEP1_G000662	HVAEP1_T000662.1
HVAEP1_G000663	HVAEP1_T000663.1
HVAEP1_G000664	HVAEP1_T000664.1
HVAEP1_G000665	HVAEP1_T000665.1
HVAEP1_G000666	HVAEP1_T000666.1
HVAEP1_G000667	HVAEP1_T000667.1
HVAEP1_G000668	HVAEP1_T000668.1
HVAEP1_G000669	HVAEP1_T000669.1
HVAEP1_G000670	HVAEP1_T000670.1
HVAEP1_G000671	HVAEP1_T000671.1
HVAEP1_G000672	HVAEP1_T000672.1
HVAEP1_G000673	HVAEP1_T000673.1
HVAEP1_G000674	HVAEP1_T000674.1
HVAEP1_G000675	HVAEP1_T000675.1
HVAEP1_G000676	HVAEP1_T000676.1
HVAEP1_G000677	HVAEP1_T000677.1
HVAEP1_G000678	HVAEP1_T000678.1
HVAEP1_G000679	HVAEP1_T000679.1
HVAEP1_G000680	HVAEP1_T000680.1
HVAEP1_G000681	HVAEP1_T000681.1
HVAEP1_G000682	HVAEP1_T000682.1
HVAEP1_G000683	HVAEP1_T000683.1
HVAEP1_G000684	HVAEP1_T000684.1
HVAEP1_G000685	HVAEP1_T000685.1
HVAEP1_G000686	HVAEP1_T000686.1
HVAEP1_G000687	HVAEP1_T000687.1
HVAEP1_G000688	HVAEP1_T000688.1
HVAEP1_G000689	HVAEP1_T000689.1
HVAEP1_G000690	HVAEP1_T000690.1
HVAEP1_G000691	HVAEP1_T000691.1
HVAEP1_G000692	HVAEP1_T000692.1
HVAEP1_G000693	HVAEP1_T000693.1
HVAEP1_G000694	HVAEP1_T000694.1
HVAEP1_G000695	HVAEP1_T000695.1
HVAEP1_G000696	HVAEP1_T000696.1
HVAEP1_G000697	HVAEP1_T000697.1
HVAEP1_G000697	HVAEP1_T000697.2
HVAEP1_G000698	HVAEP1_T000698.1
HVAEP1_G000699	HVAEP1_T000699.1
HVAEP1_G000700	HVAEP1_T000700.1
HVAEP1_G000701	HVAEP1_T000701.1
HVAEP1_G000702	HVAEP1_T000702.1
HVAEP1_G000703	HVAEP1_T000703.1
HVAEP1_G000704	HVAEP1_T000704.1
HVAEP1_G000704	HVAEP1_T000704.2
HVAEP1_G000704	HVAEP1_T000704.3
HVAEP1_G000704	HVAEP1_T000704.4
HVAEP1_G000705	HVAEP1_T000705.1
HVAEP1_G000706	HVAEP1_T000706.1
HVAEP1_G000707	HVAEP1_T000707.1
HVAEP1_G000707	HVAEP1_T000707.2
HVAEP1_G000708	HVAEP1_T000708.1
HVAEP1_G000709	HVAEP1_T000709.1
HVAEP1_G000709	HVAEP1_T000709.2
HVAEP1_G000709	HVAEP1_T000709.3
HVAEP1_G000710	HVAEP1_T000710.1
HVAEP1_G000711	HVAEP1_T000711.1
HVAEP1_G000712	HVAEP1_T000712.1
HVAEP1_G000713	HVAEP1_T000713.1
HVAEP1_G000714	HVAEP1_T000714.1
HVAEP1_G000714	HVAEP1_T000714.2
HVAEP1_G000715	HVAEP1_T000715.1
HVAEP1_G000716	HVAEP1_T000716.1
HVAEP1_G000717	HVAEP1_T000717.1
HVAEP1_G000717	HVAEP1_T000717.2
HVAEP1_G000718	HVAEP1_T000718.1
HVAEP1_G000718	HVAEP1_T000718.2
HVAEP1_G000719	HVAEP1_T000719.1
HVAEP1_G000720	HVAEP1_T000720.1
HVAEP1_G000721	HVAEP1_T000721.1
HVAEP1_G000722	HVAEP1_T000722.1
HVAEP1_G000723	HVAEP1_T000723.1
HVAEP1_G000724	HVAEP1_T000724.1
HVAEP1_G000725	HVAEP1_T000725.1
HVAEP1_G000726	HVAEP1_T000726.1
HVAEP1_G000727	HVAEP1_T000727.1
HVAEP1_G000727	HVAEP1_T000727.2
HVAEP1_G000728	HVAEP1_T000728.1
HVAEP1_G000729	HVAEP1_T000729.1
HVAEP1_G000730	HVAEP1_T000730.1
HVAEP1_G000731	HVAEP1_T000731.1
HVAEP1_G000732	HVAEP1_T000732.1
HVAEP1_G000733	HVAEP1_T000733.1
HVAEP1_G000734	HVAEP1_T000734.1
HVAEP1_G000735	HVAEP1_T000735.1
HVAEP1_G000736	HVAEP1_T000736.1
HVAEP1_G000737	HVAEP1_T000737.1
HVAEP1_G000738	HVAEP1_T000738.1
HVAEP1_G000739	HVAEP1_T000739.1
HVAEP1_G000740	HVAEP1_T000740.1
HVAEP1_G000741	HVAEP1_T000741.1
HVAEP1_G000742	HVAEP1_T000742.1
HVAEP1_G000743	HVAEP1_T000743.1
HVAEP1_G000744	HVAEP1_T000744.1
HVAEP1_G000745	HVAEP1_T000745.1
HVAEP1_G000745	HVAEP1_T000745.2
HVAEP1_G000746	HVAEP1_T000746.1
HVAEP1_G000747	HVAEP1_T000747.1
HVAEP1_G000748	HVAEP1_T000748.1
HVAEP1_G000749	HVAEP1_T000749.1
HVAEP1_G000750	HVAEP1_T000750.1
HVAEP1_G000751	HVAEP1_T000751.1
HVAEP1_G000752	HVAEP1_T000752.1
HVAEP1_G000753	HVAEP1_T000753.1
HVAEP1_G000754	HVAEP1_T000754.1
HVAEP1_G000755	HVAEP1_T000755.1
HVAEP1_G000756	HVAEP1_T000756.1
HVAEP1_G000757	HVAEP1_T000757.1
HVAEP1_G000758	HVAEP1_T000758.1
HVAEP1_G000759	HVAEP1_T000759.1
HVAEP1_G000760	HVAEP1_T000760.1
HVAEP1_G000761	HVAEP1_T000761.1
HVAEP1_G000761	HVAEP1_T000761.2
HVAEP1_G000762	HVAEP1_T000762.1
HVAEP1_G000763	HVAEP1_T000763.1
HVAEP1_G000764	HVAEP1_T000764.1
HVAEP1_G000765	HVAEP1_T000765.1
HVAEP1_G000766	HVAEP1_T000766.1
HVAEP1_G000767	HVAEP1_T000767.1
HVAEP1_G000768	HVAEP1_T000768.1
HVAEP1_G000769	HVAEP1_T000769.1
HVAEP1_G000769	HVAEP1_T000769.2
HVAEP1_G000770	HVAEP1_T000770.1
HVAEP1_G000770	HVAEP1_T000770.2
HVAEP1_G000770	HVAEP1_T000770.3
HVAEP1_G000770	HVAEP1_T000770.4
HVAEP1_G000771	HVAEP1_T000771.1
HVAEP1_G000772	HVAEP1_T000772.1
HVAEP1_G000773	HVAEP1_T000773.1
HVAEP1_G000774	HVAEP1_T000774.1
HVAEP1_G000775	HVAEP1_T000775.1
HVAEP1_G000776	HVAEP1_T000776.1
HVAEP1_G000776	HVAEP1_T000776.2
HVAEP1_G000777	HVAEP1_T000777.1
HVAEP1_G000778	HVAEP1_T000778.1
HVAEP1_G000779	HVAEP1_T000779.1
HVAEP1_G000780	HVAEP1_T000780.1
HVAEP1_G000781	HVAEP1_T000781.1
HVAEP1_G000782	HVAEP1_T000782.1
HVAEP1_G000783	HVAEP1_T000783.1
HVAEP1_G000783	HVAEP1_T000783.2
HVAEP1_G000783	HVAEP1_T000783.3
HVAEP1_G000784	HVAEP1_T000784.1
HVAEP1_G000784	HVAEP1_T000784.2
HVAEP1_G000784	HVAEP1_T000784.3
HVAEP1_G000784	HVAEP1_T000784.4
HVAEP1_G000785	HVAEP1_T000785.1
HVAEP1_G000786	HVAEP1_T000786.1
HVAEP1_G000787	HVAEP1_T000787.1
HVAEP1_G000788	HVAEP1_T000788.1
HVAEP1_G000789	HVAEP1_T000789.1
HVAEP1_G000790	HVAEP1_T000790.1
HVAEP1_G000791	HVAEP1_T000791.1
HVAEP1_G000792	HVAEP1_T000792.1
HVAEP1_G000793	HVAEP1_T000793.1
HVAEP1_G000794	HVAEP1_T000794.1
HVAEP1_G000795	HVAEP1_T000795.1
HVAEP1_G000796	HVAEP1_T000796.1
HVAEP1_G000797	HVAEP1_T000797.1
HVAEP1_G000798	HVAEP1_T000798.1
HVAEP1_G000798	HVAEP1_T000798.2
HVAEP1_G000799	HVAEP1_T000799.1
HVAEP1_G000800	HVAEP1_T000800.1
HVAEP1_G000801	HVAEP1_T000801.1
HVAEP1_G000802	HVAEP1_T000802.1
HVAEP1_G000803	HVAEP1_T000803.1
HVAEP1_G000804	HVAEP1_T000804.1
HVAEP1_G000805	HVAEP1_T000805.1
HVAEP1_G000806	HVAEP1_T000806.1
HVAEP1_G000806	HVAEP1_T000806.2
HVAEP1_G000806	HVAEP1_T000806.3
HVAEP1_G000807	HVAEP1_T000807.1
HVAEP1_G000808	HVAEP1_T000808.1
HVAEP1_G000809	HVAEP1_T000809.1
HVAEP1_G000810	HVAEP1_T000810.1
HVAEP1_G000811	HVAEP1_T000811.1
HVAEP1_G000812	HVAEP1_T000812.1
HVAEP1_G000813	HVAEP1_T000813.1
HVAEP1_G000814	HVAEP1_T000814.1
HVAEP1_G000815	HVAEP1_T000815.1
HVAEP1_G000816	HVAEP1_T000816.1
HVAEP1_G000817	HVAEP1_T000817.1
HVAEP1_G000818	HVAEP1_T000818.1
HVAEP1_G000819	HVAEP1_T000819.1
HVAEP1_G000820	HVAEP1_T000820.1
HVAEP1_G000821	HVAEP1_T000821.1
HVAEP1_G000822	HVAEP1_T000822.1
HVAEP1_G000823	HVAEP1_T000823.1
HVAEP1_G000824	HVAEP1_T000824.1
HVAEP1_G000824	HVAEP1_T000824.2
HVAEP1_G000824	HVAEP1_T000824.3
HVAEP1_G000824	HVAEP1_T000824.4
HVAEP1_G000825	HVAEP1_T000825.1
HVAEP1_G000826	HVAEP1_T000826.1
HVAEP1_G000827	HVAEP1_T000827.1
HVAEP1_G000828	HVAEP1_T000828.1
HVAEP1_G000829	HVAEP1_T000829.1
HVAEP1_G000830	HVAEP1_T000830.1
HVAEP1_G000831	HVAEP1_T000831.1
HVAEP1_G000832	HVAEP1_T000832.1
HVAEP1_G000832	HVAEP1_T000832.2
HVAEP1_G000833	HVAEP1_T000833.1
HVAEP1_G000834	HVAEP1_T000834.1
HVAEP1_G000835	HVAEP1_T000835.1
HVAEP1_G000836	HVAEP1_T000836.1
HVAEP1_G000837	HVAEP1_T000837.1
HVAEP1_G000838	HVAEP1_T000838.1
HVAEP1_G000839	HVAEP1_T000839.1
HVAEP1_G000840	HVAEP1_T000840.1
HVAEP1_G000841	HVAEP1_T000841.1
HVAEP1_G000842	HVAEP1_T000842.1
HVAEP1_G000842	HVAEP1_T000842.2
HVAEP1_G000843	HVAEP1_T000843.1
HVAEP1_G000844	HVAEP1_T000844.1
HVAEP1_G000844	HVAEP1_T000844.2
HVAEP1_G000844	HVAEP1_T000844.3
HVAEP1_G000845	HVAEP1_T000845.1
HVAEP1_G000846	HVAEP1_T000846.1
HVAEP1_G000847	HVAEP1_T000847.1
HVAEP1_G000848	HVAEP1_T000848.1
HVAEP1_G000849	HVAEP1_T000849.1
HVAEP1_G000850	HVAEP1_T000850.1
HVAEP1_G000850	HVAEP1_T000850.2
HVAEP1_G000851	HVAEP1_T000851.1
HVAEP1_G000852	HVAEP1_T000852.1
HVAEP1_G000853	HVAEP1_T000853.1
HVAEP1_G000854	HVAEP1_T000854.1
HVAEP1_G000855	HVAEP1_T000855.1
HVAEP1_G000856	HVAEP1_T000856.1
HVAEP1_G000857	HVAEP1_T000857.1
HVAEP1_G000858	HVAEP1_T000858.1
HVAEP1_G000859	HVAEP1_T000859.1
HVAEP1_G000859	HVAEP1_T000859.2
HVAEP1_G000860	HVAEP1_T000860.1
HVAEP1_G000861	HVAEP1_T000861.1
HVAEP1_G000862	HVAEP1_T000862.1
HVAEP1_G000863	HVAEP1_T000863.1
HVAEP1_G000864	HVAEP1_T000864.1
HVAEP1_G000865	HVAEP1_T000865.1
HVAEP1_G000866	HVAEP1_T000866.1
HVAEP1_G000867	HVAEP1_T000867.1
HVAEP1_G000867	HVAEP1_T000867.2
HVAEP1_G000868	HVAEP1_T000868.1
HVAEP1_G000869	HVAEP1_T000869.1
HVAEP1_G000870	HVAEP1_T000870.1
HVAEP1_G000871	HVAEP1_T000871.1
HVAEP1_G000872	HVAEP1_T000872.1
HVAEP1_G000873	HVAEP1_T000873.1
HVAEP1_G000874	HVAEP1_T000874.1
HVAEP1_G000875	HVAEP1_T000875.1
HVAEP1_G000876	HVAEP1_T000876.1
HVAEP1_G000877	HVAEP1_T000877.1
HVAEP1_G000878	HVAEP1_T000878.1
HVAEP1_G000878	HVAEP1_T000878.2
HVAEP1_G000879	HVAEP1_T000879.1
HVAEP1_G000880	HVAEP1_T000880.1
HVAEP1_G000881	HVAEP1_T000881.1
HVAEP1_G000882	HVAEP1_T000882.1
HVAEP1_G000883	HVAEP1_T000883.1
HVAEP1_G000884	HVAEP1_T000884.1
HVAEP1_G000884	HVAEP1_T000884.2
HVAEP1_G000884	HVAEP1_T000884.3
HVAEP1_G000885	HVAEP1_T000885.1
HVAEP1_G000886	HVAEP1_T000886.1
HVAEP1_G000887	HVAEP1_T000887.1
HVAEP1_G000888	HVAEP1_T000888.1
HVAEP1_G000889	HVAEP1_T000889.1
HVAEP1_G000890	HVAEP1_T000890.1
HVAEP1_G000891	HVAEP1_T000891.1
HVAEP1_G000892	HVAEP1_T000892.1
HVAEP1_G000893	HVAEP1_T000893.1
HVAEP1_G000894	HVAEP1_T000894.1
HVAEP1_G000895	HVAEP1_T000895.1
HVAEP1_G000896	HVAEP1_T000896.1
HVAEP1_G000897	HVAEP1_T000897.1
HVAEP1_G000898	HVAEP1_T000898.1
HVAEP1_G000899	HVAEP1_T000899.1
HVAEP1_G000900	HVAEP1_T000900.1
HVAEP1_G000901	HVAEP1_T000901.1
HVAEP1_G000902	HVAEP1_T000902.1
HVAEP1_G000903	HVAEP1_T000903.1
HVAEP1_G000904	HVAEP1_T000904.1
HVAEP1_G000905	HVAEP1_T000905.1
HVAEP1_G000906	HVAEP1_T000906.1
HVAEP1_G000907	HVAEP1_T000907.1
HVAEP1_G000908	HVAEP1_T000908.1
HVAEP1_G000909	HVAEP1_T000909.1
HVAEP1_G000910	HVAEP1_T000910.1
HVAEP1_G000911	HVAEP1_T000911.1
HVAEP1_G000912	HVAEP1_T000912.1
HVAEP1_G000912	HVAEP1_T000912.2
HVAEP1_G000912	HVAEP1_T000912.3
HVAEP1_G000913	HVAEP1_T000913.1
HVAEP1_G000914	HVAEP1_T000914.1
HVAEP1_G000915	HVAEP1_T000915.1
HVAEP1_G000916	HVAEP1_T000916.1
HVAEP1_G000916	HVAEP1_T000916.2
HVAEP1_G000916	HVAEP1_T000916.3
HVAEP1_G000916	HVAEP1_T000916.4
HVAEP1_G000916	HVAEP1_T000916.5
HVAEP1_G000917	HVAEP1_T000917.1
HVAEP1_G000918	HVAEP1_T000918.1
HVAEP1_G000919	HVAEP1_T000919.1
HVAEP1_G000920	HVAEP1_T000920.1
HVAEP1_G000921	HVAEP1_T000921.1
HVAEP1_G000922	HVAEP1_T000922.1
HVAEP1_G000923	HVAEP1_T000923.1
HVAEP1_G000924	HVAEP1_T000924.1
HVAEP1_G000924	HVAEP1_T000924.2
HVAEP1_G000925	HVAEP1_T000925.1
HVAEP1_G000926	HVAEP1_T000926.1
HVAEP1_G000927	HVAEP1_T000927.1
HVAEP1_G000927	HVAEP1_T000927.2
HVAEP1_G000928	HVAEP1_T000928.1
HVAEP1_G000929	HVAEP1_T000929.1
HVAEP1_G000930	HVAEP1_T000930.1
HVAEP1_G000931	HVAEP1_T000931.1
HVAEP1_G000932	HVAEP1_T000932.1
HVAEP1_G000933	HVAEP1_T000933.1
HVAEP1_G000934	HVAEP1_T000934.1
HVAEP1_G000935	HVAEP1_T000935.1
HVAEP1_G000936	HVAEP1_T000936.1
HVAEP1_G000937	HVAEP1_T000937.1
HVAEP1_G000938	HVAEP1_T000938.1
HVAEP1_G000938	HVAEP1_T000938.2
HVAEP1_G000938	HVAEP1_T000938.3
HVAEP1_G000939	HVAEP1_T000939.1
HVAEP1_G000940	HVAEP1_T000940.1
HVAEP1_G000941	HVAEP1_T000941.1
HVAEP1_G000942	HVAEP1_T000942.1
HVAEP1_G000943	HVAEP1_T000943.1
HVAEP1_G000944	HVAEP1_T000944.1
HVAEP1_G000945	HVAEP1_T000945.1
HVAEP1_G000946	HVAEP1_T000946.1
HVAEP1_G000947	HVAEP1_T000947.1
HVAEP1_G000948	HVAEP1_T000948.1
HVAEP1_G000949	HVAEP1_T000949.1
HVAEP1_G000950	HVAEP1_T000950.1
HVAEP1_G000951	HVAEP1_T000951.1
HVAEP1_G000952	HVAEP1_T000952.1
HVAEP1_G000953	HVAEP1_T000953.1
HVAEP1_G000953	HVAEP1_T000953.2
HVAEP1_G000953	HVAEP1_T000953.3
HVAEP1_G000954	HVAEP1_T000954.1
HVAEP1_G000955	HVAEP1_T000955.1
HVAEP1_G000956	HVAEP1_T000956.1
HVAEP1_G000957	HVAEP1_T000957.1
HVAEP1_G000958	HVAEP1_T000958.1
HVAEP1_G000959	HVAEP1_T000959.1
HVAEP1_G000960	HVAEP1_T000960.1
HVAEP1_G000961	HVAEP1_T000961.1
HVAEP1_G000962	HVAEP1_T000962.1
HVAEP1_G000963	HVAEP1_T000963.1
HVAEP1_G000964	HVAEP1_T000964.1
HVAEP1_G000965	HVAEP1_T000965.1
HVAEP1_G000966	HVAEP1_T000966.1
HVAEP1_G000967	HVAEP1_T000967.1
HVAEP1_G000968	HVAEP1_T000968.1
HVAEP1_G000969	HVAEP1_T000969.1
HVAEP1_G000970	HVAEP1_T000970.1
HVAEP1_G000971	HVAEP1_T000971.1
HVAEP1_G000971	HVAEP1_T000971.2
HVAEP1_G000972	HVAEP1_T000972.1
HVAEP1_G000973	HVAEP1_T000973.1
HVAEP1_G000974	HVAEP1_T000974.1
HVAEP1_G000974	HVAEP1_T000974.2
HVAEP1_G000975	HVAEP1_T000975.1
HVAEP1_G000976	HVAEP1_T000976.1
HVAEP1_G000977	HVAEP1_T000977.1
HVAEP1_G000978	HVAEP1_T000978.1
HVAEP1_G000979	HVAEP1_T000979.1
HVAEP1_G000980	HVAEP1_T000980.1
HVAEP1_G000981	HVAEP1_T000981.1
HVAEP1_G000981	HVAEP1_T000981.2
HVAEP1_G000982	HVAEP1_T000982.1
HVAEP1_G000983	HVAEP1_T000983.1
HVAEP1_G000984	HVAEP1_T000984.1
HVAEP1_G000985	HVAEP1_T000985.1
HVAEP1_G000986	HVAEP1_T000986.1
HVAEP1_G000987	HVAEP1_T000987.1
HVAEP1_G000988	HVAEP1_T000988.1
HVAEP1_G000989	HVAEP1_T000989.1
HVAEP1_G000990	HVAEP1_T000990.1
HVAEP1_G000991	HVAEP1_T000991.1
HVAEP1_G000992	HVAEP1_T000992.1
HVAEP1_G000993	HVAEP1_T000993.1
HVAEP1_G000993	HVAEP1_T000993.2
HVAEP1_G000993	HVAEP1_T000993.3
HVAEP1_G000994	HVAEP1_T000994.1
HVAEP1_G000994	HVAEP1_T000994.2
HVAEP1_G000995	HVAEP1_T000995.1
HVAEP1_G000995	HVAEP1_T000995.2
HVAEP1_G000996	HVAEP1_T000996.1
HVAEP1_G000997	HVAEP1_T000997.1
HVAEP1_G000998	HVAEP1_T000998.1
HVAEP1_G000999	HVAEP1_T000999.1
HVAEP1_G001000	HVAEP1_T001000.1
HVAEP1_G001001	HVAEP1_T001001.1
HVAEP1_G001002	HVAEP1_T001002.1
HVAEP1_G001003	HVAEP1_T001003.1
HVAEP1_G001004	HVAEP1_T001004.1
